Attack,Defense,Sp.Atk,Sp.Def,Speed,HP,Legendary
2,40,-15,33,25,-16,0
20,-65,-35,-105,25,105,0
-45,-30,0,-20,15,-7,0
40,-10,35,-110,75,-10,1
4,60,44,60,-59,50,0
70,-15,5,5,65,42,0
30,40,114,50,100,46,1
15,-25,-60,-80,-60,0,0
45,22,33,26,52,32,0
33,10,-23,-25,37,-33,0
25,-15,-1,15,27,-10,0
80,20,0,-50,45,35,0
37,67,32,9,64,41,1
-1,35,19,-20,-70,22,0
0,-125,-50,30,45,5,0
50,20,50,20,5,35,0
23,3,10,15,2,2,0
65,-10,40,-80,35,-5,0
-1,40,24,40,11,25,0
-4,-26,-46,-44,15,-25,0
-19,-18,28,9,5,-15,0
41,68,66,76,40,-31,0
-34,-7,-17,-19,24,-6,0
-51,-13,23,29,24,-21,0
-33,38,-55,-35,-70,-15,0
60,160,-15,55,15,25,1
-5,-25,0,25,67,-20,0
10,25,-30,25,35,-90,0
11,-35,18,15,12,5,0
32,52,27,72,32,-95,0
67,0,-5,-20,12,1,0
15,70,-20,40,15,40,0
0,-10,80,100,90,40,1
15,55,-5,15,10,5,0
-82,-19,3,-4,2,-34,0
0,110,10,110,-15,5,0
100,-15,45,40,55,-20,1
43,40,48,45,-88,0,0
5,-10,-105,-65,-85,-20,0
-15,25,89,-25,50,38,1
-55,-32,5,3,-35,-25,0
-25,10,-10,5,8,0,0
87,30,0,20,47,50,0
5,5,-4,10,8,-2,0
-52,-30,90,30,48,-6,0
-2,59,-29,12,1,-20,0
41,30,-5,0,19,-5,0
20,12,47,11,-52,88,0
55,40,10,40,45,35,0
25,31,10,21,37,23,0
60,60,25,25,20,30,0
0,100,-15,90,16,24,0
-42,23,-42,23,0,30,0
87,7,-23,7,31,55,0
-8,40,22,80,4,16,1
15,7,20,37,21,-10,0
38,35,18,35,66,-17,1
39,20,3,16,44,34,0
110,15,10,-5,43,28,0
15,70,65,70,30,55,1
75,0,-25,0,5,5,0
-32,-18,-25,30,0,-10,0
69,52,-47,-12,54,-2,0
-53,-18,-15,-43,10,-28,0
10,5,40,20,5,0,0
-12,-32,-53,-83,5,-35,0
69,-20,-58,-5,43,26,1
50,55,-65,-15,-55,10,0
-10,-45,5,-20,60,0,0
30,9,20,34,10,-10,0
-10,-28,-62,-104,15,-43,0
-20,-20,-50,-94,10,-46,1
40,26,35,26,-22,65,0
63,22,60,30,56,29,1
62,0,-8,0,-5,29,0
-30,-44,-30,-34,15,-50,0
20,61,0,16,45,60,0
-10,-10,35,25,15,0,0
15,25,72,116,13,33,0
21,67,78,67,80,27,0
-20,71,55,91,15,28,0
17,61,-23,21,24,21,0
30,10,-15,-15,-60,50,0
-32,-7,-4,-9,20,-10,0
-27,-73,30,-15,20,5,0
5,-5,-2,2,30,2,0
-9,-10,-54,35,-61,65,0
1,-20,-30,-10,17,-25,0
-20,-16,-10,-6,15,77,0
28,52,-35,-15,10,-15,0
75,10,30,15,5,25,0
59,13,64,-2,67,24,1
-26,-2,99,55,30,18,0
150,60,89,55,95,51,1
80,55,25,35,20,15,0
22,18,-18,-18,21,115,0
-28,-7,15,-15,12,-22,0
-27,-129,46,34,82,-35,0
18,-13,11,42,41,37,0
-18,-36,-11,5,50,-9,0
-1,40,10,-25,26,-65,0
65,44,25,24,10,32,0
-40,-36,-20,10,-32,-27,0
-28,-90,2,0,0,-15,0
26,-5,-18,-5,19,-10,0
105,-10,40,-25,60,5,0
22,35,50,30,74,-10,0
-25,10,60,20,15,-35,0
-30,-65,0,-20,35,-10,0
-13,11,13,11,40,8,0
30,65,15,35,10,-35,1
35,-35,5,-30,5,-25,0
-37,25,80,10,12,-20,0
70,90,-10,40,0,12,0
-27,-32,-79,-54,20,-25,0
-20,-70,5,-90,0,-55,0
85,40,15,-55,110,-189,0
-26,8,-5,20,25,-7,0
50,8,2,5,-74,30,0
55,5,89,5,95,51,1
-19,-68,-29,-56,5,-24,0
-35,-60,-5,0,21,-11,0
-45,15,20,-10,50,25,1
38,-12,0,45,-36,80,0
25,-80,45,-80,45,15,0
90,25,45,25,40,65,0
-15,-50,15,20,18,12,0
-5,90,-65,-35,5,-30,0
-50,15,-10,-35,35,-30,0
-33,-55,7,20,13,16,0
-8,-23,-26,-21,10,-60,0
-55,35,0,70,20,5,0
50,0,-20,10,15,10,0
37,46,54,11,13,46,0
-25,40,-20,-20,5,10,0
55,13,-55,13,4,45,0
66,54,-6,56,75,-5,0
-14,-44,71,-9,40,-14,0
25,15,55,45,-34,25,0
45,20,15,20,32,18,0
-15,-30,-45,-10,35,-25,0
5,15,30,-5,45,10,0
-10,-44,10,-9,0,-17,0
12,-4,45,-4,15,15,0
30,10,30,10,35,10,0
45,50,100,55,69,30,1
20,15,-25,-15,-25,0,0
-4,-4,11,-39,35,1,0
-25,-168,42,-14,38,48,0
-1,-5,-8,5,6,-17,1
5,-20,89,40,49,17,1
84,-22,-21,16,23,60,0
-65,-50,10,15,45,5,0
15,-15,96,34,32,18,1
38,-5,20,20,10,20,0
85,50,45,35,45,75,1
-30,-40,20,-40,35,-20,0
100,25,-30,-20,40,-5,0
30,-41,-85,-21,48,-21,1
-25,80,15,80,2,0,0
10,52,-37,5,4,-10,0
18,-3,40,10,80,41,0
43,38,5,32,27,23,0
-17,25,0,20,43,9,0
38,55,105,75,16,40,1
36,13,36,3,61,15,0
30,52,22,-8,20,12,1
-80,-55,15,-15,0,-60,0
120,85,35,35,70,50,1
10,35,10,30,61,28,0
63,42,30,25,35,76,1
-60,-30,-15,-20,15,-10,0
-10,-3,-8,-12,25,-25,0
-17,-52,-4,-42,35,-11,0
-4,20,31,16,12,21,0
8,34,25,25,6,-17,0
-115,-35,-8,-8,20,-4,0
-8,10,38,10,43,-15,0
87,32,47,32,27,0,0
40,-75,10,-30,41,49,0
-20,90,-30,-11,-40,-6,0
105,-55,115,-45,100,0,1
16,30,14,25,1,-1,0
15,125,-15,5,15,-5,0
47,-33,-41,-13,3,18,0
5,-30,-15,0,5,45,0
9,7,-41,-11,10,6,0
-40,-14,5,6,10,-20,0
140,-170,105,-170,110,45,0
50,55,95,45,25,85,1
95,75,45,25,90,50,0
53,40,93,90,25,50,1
-30,-28,-60,9,18,-9,1
28,2,-40,0,20,-10,0
-40,-40,-30,-15,5,-20,0
-20,105,-20,100,0,5,0
21,67,5,50,-60,-8,0
45,70,59,53,53,13,0
-73,10,-53,10,48,10,0
-15,51,-10,19,9,-3,0
-20,85,30,40,-85,-7,0
45,4,-10,-16,77,5,0
2,-68,2,-38,25,32,0
70,70,-30,5,-65,15,0
101,60,81,28,44,86,1
-59,-126,32,30,39,30,0
60,-20,15,10,30,30,0
5,-10,50,5,0,-20,0
14,30,-12,-34,34,-22,0
-6,-46,2,10,43,7,0
55,10,40,-5,26,19,1
-70,-30,-40,-20,50,-90,1
55,15,-16,-21,60,-20,0
25,-22,92,45,21,25,1
-47,-37,-30,-20,4,-35,0
-5,50,70,65,10,25,0
75,27,0,-5,10,20,0
-10,25,15,25,60,0,0
42,32,-26,2,11,-7,0
14,-14,-26,73,13,5,1
88,47,15,30,10,40,0
25,4,-6,-9,20,17,0
45,20,65,25,60,40,0
27,21,21,7,64,27,0
54,-19,74,16,43,36,0
-12,-5,-23,5,32,-38,0
50,-70,60,-60,61,19,1
8,80,-12,10,-88,0,0
40,-17,-5,-17,4,3,0
-55,20,-99,-30,40,-56,1
120,120,110,50,60,60,1
40,40,5,35,10,-55,0
40,2,-10,47,5,35,0
20,6,0,41,10,43,0
25,74,-4,18,32,-1,0
30,40,-16,-30,50,26,1
15,35,77,57,45,16,1
-25,-60,25,0,35,-10,0
19,-10,54,20,16,25,0
50,25,15,15,1,43,0
10,75,20,30,20,25,0
-23,-24,-42,-48,6,-69,0
-60,-25,30,-20,30,-10,1
-58,-45,37,-45,88,0,0
18,-17,-5,15,64,-35,0
78,13,38,-57,51,30,0
5,-80,45,30,60,10,0
-50,80,-30,70,-45,-5,0
65,20,-18,40,80,15,0
20,30,-35,25,10,15,0
20,2,5,-3,11,1,0
15,65,20,50,-95,-15,0
-30,-10,0,-60,20,0,0
-20,11,105,16,50,0,0
-69,-46,21,19,7,24,0
-20,-25,-45,-35,6,-50,0
4,12,-45,7,76,-36,0
13,-17,13,-32,41,-55,0
10,35,15,85,60,35,1
-30,-5,-10,60,10,-30,0
25,-15,28,-20,61,-31,0
42,56,-3,15,27,8,0
90,10,59,-16,45,10,0
15,10,15,35,0,15,0
10,5,10,25,78,-23,0
39,15,32,35,62,24,0
45,45,-10,10,15,-5,0
-6,31,-46,16,-80,-26,1
100,-2,90,48,20,10,1
13,-7,13,-7,4,20,0
15,40,35,105,20,-35,0
-8,-23,57,12,55,-35,0
5,5,15,50,35,-5,0
42,32,60,30,30,36,0
-55,-28,-35,-28,5,-20,0
-20,-105,-15,-19,5,-58,0
9,-5,-26,-5,5,-10,0
-50,-101,-5,-91,25,45,0
114,23,70,13,17,40,1
26,27,46,47,3,-130,0
0,-45,25,-10,25,20,0
26,-20,-24,0,50,33,0
44,-4,19,-19,63,-19,0
80,-10,20,5,10,45,0
120,100,51,70,16,38,0
4,28,59,35,60,18,0
-37,3,-37,3,4,-120,0
-10,-15,-10,30,20,-20,0
5,-9,30,-6,17,-2,0
0,30,55,30,20,60,1
-10,-45,75,-45,70,30,0
20,-5,-70,-15,2,-10,0
60,-3,18,-13,67,-16,0
-45,-45,-5,-10,45,-50,0
35,0,-85,-10,25,5,0
15,45,40,58,12,0,0
70,50,30,75,-30,140,0
39,1,-41,-49,8,-24,0
45,-45,105,60,0,20,1
42,-12,-18,-13,31,-5,0
40,-40,65,10,40,-5,0
150,50,29,40,100,41,1
-25,-52,-65,-37,-31,-10,0
-10,-17,-20,-17,21,-15,0
-12,-40,28,-50,12,-48,0
35,-10,-10,10,30,25,0
16,45,5,-5,5,-11,0
66,38,-14,34,-45,14,0
-25,-38,10,-8,16,0,0
53,50,43,50,35,50,1
-30,-55,65,10,35,-30,0
-30,30,25,-10,20,-85,0
-15,-5,30,15,45,-60,0
0,-6,-20,-16,27,-24,0
0,0,-45,-40,30,-69,0
40,-110,-5,-70,25,15,0
-80,-50,-20,-45,10,-5,0
31,20,11,45,15,43,0
18,16,21,13,42,17,0
80,20,40,10,10,70,0
0,20,40,-10,10,10,1
5,-115,70,25,70,15,1
-15,5,20,15,20,5,1
-25,-5,9,-7,26,-17,0
-13,-60,0,0,20,-4,0
73,40,70,5,72,60,1
45,80,50,35,4,25,0
-20,0,-10,25,0,-5,0
-24,-4,5,25,15,-25,0
32,27,13,8,67,7,0
-75,-45,-28,5,5,-23,0
105,0,120,60,55,74,1
5,40,10,20,3,25,0
25,-90,5,16,53,51,0
-20,-10,30,10,15,-15,0
83,32,-20,5,17,18,0
-35,4,22,51,-19,28,0
47,80,2,-15,53,15,0
-13,-28,31,0,24,-5,0
17,-5,-43,0,22,0,0
-16,-25,6,-5,22,-1,0
20,65,0,0,5,10,0
3,15,28,60,42,50,0
1,-15,28,1,41,-16,0
56,64,4,4,2,7,0
-18,-17,-16,-27,15,-27,0
95,15,65,15,42,48,0
35,35,35,45,26,14,1
45,45,5,5,5,-10,0
20,-5,-45,-35,-10,-15,1
-15,-105,25,15,24,35,0
60,25,-5,15,25,25,0
50,12,65,22,41,20,0
-40,-42,0,-12,22,5,0
30,-45,-70,-45,40,-50,0
-20,-152,7,-8,22,-9,0
-20,23,-25,-17,10,-15,0
-30,-20,-15,30,35,-50,0
120,15,130,30,105,5,1
-30,35,10,25,20,0,0
-35,-45,40,20,20,0,0
-45,-92,37,60,36,-5,0
15,-5,80,45,60,20,0
40,-103,18,-58,38,20,0
10,-5,-65,-25,10,-5,0
30,-30,40,-30,75,60,1
99,-8,-16,-26,8,33,0
20,-10,95,55,70,50,1
34,-22,40,3,32,-25,0
5,-12,60,55,5,45,0
-10,5,17,7,20,-4,0
-60,-39,-5,-19,35,8,0
-20,100,10,110,20,75,0
77,35,103,15,10,40,1
-11,-3,44,30,3,-8,0
27,50,25,74,52,47,1
12,-10,91,40,27,-8,0
-57,-1,48,-54,10,4,0
5,13,-60,0,-75,25,0
-32,-11,13,25,33,19,0
-15,56,45,56,2,53,0
54,56,106,64,5,45,1
-5,-20,60,0,40,-25,0
-45,-82,67,105,40,19,0
13,-12,-1,-8,29,-12,0
5,20,25,20,13,-20,0
-14,-104,26,34,64,-20,0
70,5,70,70,40,25,1
9,-20,-51,-5,10,37,0
-30,-15,41,31,10,35,0
28,36,63,41,84,24,0
60,115,10,35,25,30,1
10,10,70,15,76,-17,0
85,30,55,65,55,65,1
57,22,57,22,87,-25,0
60,45,-60,-15,10,5,0
-19,27,-46,11,12,0,0
-56,23,79,30,5,-27,0
36,-26,11,-51,7,3,0
69,40,5,40,13,45,0
112,42,44,14,28,0,1
7,-3,-36,25,14,-12,0
-80,40,30,75,27,-7,1
20,15,0,-5,-40,10,0
-9,-23,25,25,22,6,0
-10,-26,45,18,15,3,0
-75,15,20,-40,20,-15,0
38,-48,93,-13,60,55,0
-21,-18,-63,-35,-44,-20,0
122,70,-5,60,30,15,0
-25,-3,-50,0,35,-35,0
29,12,74,25,54,30,0
5,-75,-20,-35,50,-65,0
-110,-65,35,-5,10,-85,0
5,16,5,12,-39,20,0
10,-53,52,-34,10,58,0
-80,0,-50,0,5,0,0
-32,22,8,92,22,17,0
24,37,36,67,4,12,0
88,-12,71,41,51,-21,1
-37,-27,-29,-29,20,-15,0
50,20,-35,25,53,60,0
25,20,-10,15,36,19,0
-22,-27,-35,-5,35,-46,0
35,30,71,30,70,31,1
-15,55,80,0,7,20,0
-11,2,-46,2,7,-39,0
60,55,-50,20,50,50,0
95,95,65,-5,50,-150,0
-22,-18,15,0,35,-10,0
-10,0,-40,15,15,10,0
45,50,0,10,15,-55,0
10,85,110,60,35,-2,0
-7,-12,31,-1,35,-12,0
-5,40,50,35,35,-55,0
-32,-43,13,-34,27,-36,0
55,-45,-55,20,80,20,0
83,-22,80,25,66,18,1
40,35,45,25,0,-10,0
24,12,-11,4,80,21,0
-55,-15,-10,-10,10,39,0
59,43,119,75,10,38,0
30,82,-22,35,4,35,0
5,-5,40,10,30,-5,0
50,47,55,10,30,5,1
5,-23,35,7,56,17,0
-20,-12,-5,-17,37,10,0
35,30,49,30,25,36,1
63,-35,-73,-20,15,35,0
70,-35,-55,-115,75,-10,1
18,-15,8,-15,0,-15,0
13,5,35,20,20,20,0
89,55,38,40,20,51,0
15,3,13,13,27,7,0
-55,-10,0,-10,5,-55,0
-28,50,-12,0,15,-25,0
-60,9,-75,-11,12,-20,0
-5,-16,-14,-30,42,-47,0
10,-55,48,10,30,20,0
100,-5,42,40,50,45,0
-5,10,85,25,60,10,0
20,-7,-2,-11,40,12,0
-15,50,30,50,30,20,0
122,22,50,30,35,-6,0
18,-10,-2,-30,21,-6,0
32,-10,-45,-45,7,-64,0
35,60,35,59,0,31,1
95,45,30,10,31,75,0
90,45,50,10,30,55,1
47,22,38,8,56,14,1
-17,8,-64,-29,1,-61,0
15,10,-55,-45,21,15,0
-15,-44,0,-9,8,0,0
-36,8,59,25,0,-7,0
45,20,10,70,30,15,0
34,2,68,24,88,42,0
5,-30,5,-10,45,20,0
-22,-16,3,-16,31,-5,0
-22,-3,43,7,47,-3,0
15,15,25,35,15,25,0
-64,-16,11,11,2,-25,0
-39,-10,0,5,15,-24,0
33,25,48,29,60,25,0
-45,10,15,70,45,-15,1
28,18,60,46,63,20,0
-30,15,-75,-50,-25,-5,0
-17,7,27,43,3,-13,0
-10,-50,12,-52,0,-50,0
68,-7,55,-5,24,-10,0
157,112,127,42,67,5,1
70,23,-45,-27,-61,35,0
33,3,46,-7,87,-53,0
3,-15,-13,15,25,27,0
37,13,55,55,25,15,0
70,0,45,-95,-30,-10,1
20,55,20,20,30,0,0
8,25,65,25,8,-11,0
5,5,25,5,20,-2,0
-65,-12,52,94,5,18,0
-19,-25,20,-5,44,-20,0
50,35,5,-5,55,35,0
-70,-50,85,55,25,30,0
29,37,49,74,70,27,1
11,20,51,30,35,9,1
50,5,-40,-60,15,-25,0
8,36,40,75,16,56,0
5,-35,35,-15,35,10,0
5,0,70,15,50,0,0
32,-6,19,-11,62,-46,0
19,21,37,30,34,26,0
-5,-30,-5,65,45,-5,0
5,-10,-10,15,-115,100,0
-80,9,0,29,22,-37,0
-30,15,41,51,0,60,0
-36,-29,19,46,71,-1,0
-40,-25,-10,-10,21,-37,0
43,75,17,79,25,41,1
135,60,8,18,10,19,0
-8,-10,26,-12,-15,-36,0
-19,-30,43,30,2,-10,0
60,34,-30,-16,13,9,1
60,73,67,70,55,10,0
65,40,59,40,25,41,1
115,120,70,50,25,60,1
10,8,65,28,39,10,0
10,12,74,59,53,22,0
40,42,27,32,19,-40,0
27,27,45,84,63,26,1
40,10,20,5,25,-20,0
66,61,88,49,-55,35,0
11,0,-44,15,70,-37,0
42,55,32,15,12,-5,0
44,27,13,13,54,8,0
23,-7,-10,-30,17,-10,0
40,-25,-10,40,70,40,0
-10,15,40,15,65,-10,0
-26,-82,5,0,53,-11,0
15,35,25,60,45,20,0
100,-70,125,-25,95,20,1
-32,-34,33,1,59,14,0
33,27,84,78,35,38,0
3,11,-7,-29,24,-6,0
-53,-25,25,-50,39,-25,0
-15,-27,6,-11,23,-9,0
35,21,5,2,20,-3,0
-15,45,20,15,-4,-15,0
16,10,25,0,29,0,1
-35,-50,-5,85,30,-15,0
65,-10,80,20,50,30,0
13,18,14,16,7,85,0
15,-15,130,45,95,10,0
6,10,-4,10,14,20,0
20,-25,30,80,85,20,0
85,15,40,25,90,10,0
32,-26,-33,-11,16,-39,0
32,27,83,63,10,45,0
41,61,-5,10,50,25,0
47,14,28,3,51,-3,0
-35,-30,35,0,60,35,0
11,62,-24,22,-42,21,0
75,35,10,30,40,21,0
-21,-50,56,25,20,10,0
65,13,-60,-62,-46,55,0
-80,-4,25,71,10,-12,0
30,25,10,0,41,23,0
-30,30,-30,55,75,25,0
70,25,30,15,62,18,0
37,40,44,33,83,43,0
-12,-68,13,-23,15,15,0
-35,-15,55,115,55,10,0
-1,-10,46,20,44,16,0
23,50,16,37,34,3,0
100,14,-25,20,16,25,0
-34,-50,3,0,7,-20,0
-8,-20,10,0,30,-25,0
60,61,55,11,40,35,0
89,40,35,20,36,60,0
50,-5,-15,-35,120,6,0
8,42,-17,-3,7,-18,0
70,-150,45,-175,85,60,0
70,-25,-35,-45,20,32,0
110,65,45,40,-30,70,0
-60,-20,15,15,5,20,0
35,-62,-8,-10,34,25,0
34,40,-41,-35,-54,20,0
-17,-13,54,11,56,36,0
-23,-8,9,20,20,-18,0
-5,30,80,25,7,15,1
3,3,41,1,12,60,0
39,22,43,24,46,17,0
-25,-40,-10,-30,10,-5,0
25,40,45,40,33,0,0
-24,-114,66,-44,45,6,1
-55,-79,-3,-32,18,-30,0
-5,-5,55,30,27,-2,0
-42,35,-82,-55,10,-30,0
125,115,87,45,45,45,1
25,-15,-30,-15,-93,-10,0
13,-13,25,15,35,-5,0
25,-20,-9,-23,2,25,0
0,-20,65,15,40,-95,0
100,95,60,55,47,35,0
-55,25,-65,25,14,45,0
90,65,-35,25,-40,70,0
55,10,63,10,20,5,0
60,13,-45,3,86,10,0
70,20,15,5,55,25,0
29,3,36,-7,100,19,0
21,40,28,27,19,33,0
38,33,18,13,36,30,0
30,-60,30,-60,10,50,1
51,0,61,13,49,66,1
-10,-35,35,0,30,-100,0
35,-150,75,-15,70,5,0
-30,27,73,41,64,5,0
19,96,-16,86,-20,24,0
44,50,85,55,30,21,0
-34,-71,-54,-31,18,35,0
5,-40,35,-10,15,5,0
-3,-22,-28,-33,6,0,0
39,58,74,75,42,24,0
-2,-43,0,-40,20,-25,1
-45,-55,5,-70,5,5,0
32,5,15,11,47,31,0
47,12,32,17,57,-115,0
62,-33,37,25,63,51,1
71,45,96,40,54,50,1
145,55,119,65,80,56,1
-12,-17,-57,-82,4,-45,0
3,55,-24,29,30,23,1
20,5,30,45,70,22,0
70,65,50,89,90,71,1
-5,-5,-25,-5,6,-15,0
-7,3,26,16,12,35,0
22,7,22,7,40,-50,0
35,30,15,40,25,15,0
-28,-12,50,-10,5,-5,0
-48,-50,-28,-50,34,-13,1
65,25,-60,40,20,40,0
-55,-29,10,-50,19,-15,0
15,-85,-25,-80,65,-14,1
-52,0,-15,10,10,5,0
35,65,-35,25,65,25,0
7,33,60,60,0,25,0
22,-23,57,45,99,25,1
47,26,-3,20,-38,-2,0
-24,25,20,-25,10,-11,0
-9,-15,48,32,49,-12,0
10,5,30,0,65,0,0
-39,13,9,20,35,-32,0
14,-13,19,-16,25,-13,0
-15,-72,-18,-35,-4,-10,0
35,-74,-10,-68,6,5,1
-30,-10,5,5,40,-15,0
52,36,62,25,22,28,1
65,0,15,-30,5,0,0
100,39,75,39,50,30,0
-15,0,-125,-40,55,5,0
10,-20,-43,25,-55,60,0
-5,-68,20,-73,51,-10,0
55,-15,100,35,90,45,0
30,30,50,5,40,10,1
10,-95,5,-40,60,5,0
-31,-73,14,-5,76,-4,0
76,40,115,40,60,46,1
38,8,115,60,49,29,0
79,27,9,4,40,57,0
40,-30,50,0,45,-25,0
-42,-42,30,-55,19,-5,0
-50,-46,-135,-71,12,-60,0
28,46,43,1,49,34,0
0,-12,25,-7,20,15,0
35,-7,-5,-7,14,50,0
2,29,4,31,-20,-40,0
15,23,29,-5,47,31,1
18,-27,3,-27,36,-35,0
21,32,21,42,12,6,0
70,-5,-60,-65,28,15,0
75,50,5,35,80,-30,0
24,40,7,10,13,0,0
-53,-42,40,25,5,20,0
-12,7,-22,2,23,15,0
51,114,-19,-36,17,3,0
101,65,101,68,69,96,1
85,20,30,10,46,-1,1
10,-5,65,55,55,10,0
-12,31,58,36,49,29,0
-12,-12,-9,-4,23,39,0
-15,5,15,-15,20,-10,0
-11,7,-26,2,22,-29,0
-45,-40,39,105,12,205,0
1,-25,1,-25,19,5,0
-41,-8,14,20,9,-15,0
42,-3,-30,-14,41,44,1
80,0,85,50,61,58,1
28,32,53,-4,27,24,0
-67,-50,30,65,13,-25,0
0,-60,-90,-35,25,-15,0
45,0,-17,20,15,25,0
40,20,25,20,30,30,0
101,60,86,58,44,86,1
7,-7,3,-23,36,15,0
26,-13,8,-30,46,4,0
20,18,30,33,5,40,0
58,12,13,-78,20,10,0
0,5,15,30,35,-20,1
5,55,-75,-20,15,-25,0
55,45,30,45,15,70,1
-10,50,65,50,35,15,1
55,65,85,85,35,55,1
35,-170,115,35,50,5,1
-15,-5,30,60,-50,25,0
-25,-32,40,-12,45,-30,0
70,45,-30,15,55,10,0
-15,30,15,5,20,25,0
10,50,-5,50,45,50,0
10,-5,-4,-14,10,-10,0
-15,7,-18,-5,31,-20,0
17,-12,-5,-5,19,6,0
-8,-26,14,-11,20,-15,0
-10,-60,15,40,10,25,0
70,90,64,64,40,90,1
33,-32,38,18,66,35,0
-57,-89,3,-32,1,-31,0
13,8,48,8,41,20,0
-26,-62,31,26,22,-17,0
65,40,-30,-15,0,5,0
-40,-50,-15,-15,40,-10,0
135,30,135,10,20,45,1
-65,-15,0,-5,40,-25,0
-17,-5,-18,-20,15,-25,0
37,30,37,30,45,21,0
-35,-45,-25,-25,40,-40,0
-15,100,-15,100,35,-10,1
-37,-8,-50,10,10,-20,0
-10,-30,20,-30,-40,-20,0
69,35,-22,51,14,39,0
50,55,-15,25,25,10,0
4,-17,14,12,14,10,0
-38,-23,-1,14,35,-50,0
-1,28,19,26,53,26,0
30,5,25,-10,30,55,0
80,160,30,60,30,30,1
-39,-18,-20,-13,8,-5,0
23,-27,1,-60,57,10,0
35,52,-12,-34,15,72,1
40,30,5,84,45,46,1
-2,33,-2,38,38,-15,0
-30,5,-10,20,4,11,1
10,15,10,40,10,20,1
0,33,37,40,44,24,0
-23,-57,-43,-27,28,-5,1
28,-58,-5,45,45,0,0
-25,25,80,15,20,0,0
-95,-50,50,-15,10,-45,1
90,10,159,85,110,46,1
61,13,26,23,23,59,0
-35,-31,50,-26,-20,-48,0
-35,-45,-70,-35,20,-45,0
49,10,-8,10,28,11,1
-40,10,5,25,0,-10,0
20,-8,50,-5,37,23,0
57,27,92,37,81,20,0
19,50,34,50,15,62,0
15,-45,5,0,3,2,0
60,24,37,-16,59,31,0
40,-25,-55,-30,0,-10,1
-28,20,18,45,50,5,0
0,-58,10,-13,31,-9,0
-30,-15,-45,-15,31,19,0
75,-3,0,-89,35,-3,0
75,77,95,57,18,45,1
60,-19,20,1,90,25,0
81,-15,162,85,112,51,1
-70,-10,5,0,25,-15,0
53,-16,96,-11,117,56,1
5,-20,-30,-30,45,-20,0
80,85,25,35,51,29,0
30,27,-30,-36,-82,-20,0
-23,22,19,39,5,-40,0
-2,-35,-29,-37,25,-78,0
10,2,0,5,30,13,0
-25,-10,-95,-80,-5,-35,1
-43,-75,10,-25,20,-24,0
45,85,-10,50,15,-10,0
-15,-5,-15,25,-5,-15,0
40,30,65,55,5,40,1
-9,-5,5,-10,33,-6,0
57,124,-61,-59,-77,35,0
15,-5,45,15,25,20,0
-15,-40,100,60,65,5,0
0,14,110,84,35,-9,0
25,-5,-35,-15,26,-20,0
-25,-55,0,-40,20,15,0
36,-1,14,31,80,15,0
60,10,-5,-25,5,10,1
55,-65,25,-70,55,30,0
-44,-30,-25,-20,69,-15,0
-14,-5,-15,-20,29,90,0
33,-2,58,23,86,-15,0
-36,-2,-13,-2,33,-35,0
-34,-25,13,-30,9,-5,0
-78,-15,-55,0,15,-55,0
35,15,-27,-15,16,14,0
-8,-33,24,-11,85,-30,0
40,25,20,25,20,30,0
40,75,20,65,-72,-3,0
3,-3,40,-3,17,0,0
1,-35,-35,-59,0,-19,0
12,0,25,-35,49,25,0
-19,-3,-80,-40,7,10,0
0,-35,-30,-35,30,0,0
5,5,27,-3,56,16,0
-41,-33,16,16,1,0,0
26,15,26,15,53,27,0
-7,-12,6,-1,13,3,0
55,35,5,15,15,25,0
-20,5,-20,-5,47,-17,0
5,21,45,21,36,-53,0
-7,-46,17,-33,18,-26,0
60,25,33,28,24,-1,1
2,35,-40,35,35,-5,0
-16,-30,24,-30,16,-25,0
-21,-61,19,-1,47,11,0
14,125,45,125,18,20,1
-5,5,-15,35,13,7,0
33,130,23,-15,30,-10,0
-27,-20,-4,-11,42,-18,0
5,10,-45,-65,25,-65,0
15,61,-15,6,5,15,0
-18,-33,-27,-47,26,-76,0
55,75,35,45,15,30,0
10,70,-15,55,5,5,1
-25,-40,-40,-35,18,-35,0
-84,-59,-15,-33,4,-43,0
55,38,60,18,15,20,1
62,11,14,16,2,25,0
52,29,63,18,81,40,0
19,30,21,30,3,-3,0
95,40,110,35,50,45,1
-50,-5,0,5,4,-54,1
-22,0,44,17,39,7,0
-5,-1,-30,-6,7,-15,0
-16,-34,-5,-3,38,-9,0
-15,-5,-15,-30,0,-30,0
19,50,-66,0,-84,5,0
45,25,5,10,25,80,1
110,10,105,70,36,44,1
15,-85,-5,-40,45,30,0
-5,5,-2,0,10,-5,0
27,12,20,0,21,5,0
-48,-67,27,-17,73,-10,0
-65,10,-100,0,65,0,0
-3,-13,-3,-3,52,-40,0
-6,-70,-36,-30,25,12,0
-15,-45,-42,-50,6,-61,0
1,-10,-9,-5,22,-14,0
30,55,90,15,10,25,0
75,20,60,50,44,55,0
100,30,164,90,90,56,1
-15,12,15,7,36,-25,0
-2,33,25,53,48,13,0
12,-5,-50,0,23,0,0
11,40,14,25,-39,14,0
25,2,40,-15,30,-10,0
40,30,-15,0,30,0,0
30,-65,-15,-55,35,5,1
22,21,-1,-19,18,16,0
115,-5,-35,-85,60,-12,1
125,55,40,-45,25,-185,0
-50,-20,1,21,15,-10,0
24,10,24,10,35,12,0
-2,5,-4,17,12,7,0
